Container_ID,Tenant_ID,Requested_CPU,Requested_Memory_MB,Requested_Storage_GB,Requested_Bandwidth_Mbps,Execution_Start_Time_ms,Execution_Finish_Time_ms,Makespan_ms,Server_ID,Available_CPU,Available_Memory_GB,Available_Storage_TB,Available_Bandwidth_Mbps,Power_Consumption_Watts,Inter_Container_Communication_Latency_ms,Routing_Path_Efficiency,Bandwidth_Allocation_Mbps,Active_Switches,Energy_Efficiency_Score,Execution_Cost_$,Resource_Utilization_Efficiency,SLA_Violation_Rate,Power_Consumption_Switches_Watts,Total_Data_Transferred_MB,Optimal
364,17,9,1599,494,932,7314,27709,3630,2,19,324,1,1850,314.4625112890905,8.176626425150422,0.6783931464059073,701,7,0.8459812924460132,76.98305511434376,72.56338976856334,5.0871907761276365,198.64316728507964,6486,0
365,14,15,14370,94,683,9442,20726,4161,10,44,160,7,4127,163.48189181867124,4.558793809086179,0.6605324154364861,273,8,0.8124024840313153,96.21133026591859,50.20126394269854,8.639751848503145,133.6997122258099,5438,0
366,5,7,4614,81,437,2788,31245,1225,15,13,101,9,5845,141.67282697494994,3.318815991162618,0.614642818934886,704,2,0.47648320785527043,77.98547217773456,70.0822588606021,1.1343027656445104,51.317465284740045,2665,0
367,12,4,16212,64,461,8374,45753,1669,30,27,168,9,5164,203.17317695489712,4.7639925144777635,0.8492191446941049,843,4,0.8527299652785476,87.50070854747021,59.340042052251775,11.761855830279144,48.72570380613715,8400,0
368,16,5,12177,402,621,4700,25252,2763,44,21,17,3,9779,264.45557461100833,8.205506105501055,0.48026692566562745,726,2,0.2471450700302933,70.68231026708878,81.22002437360815,15.125898477207876,71.6672140085405,5116,0
369,16,1,12354,56,859,4893,32316,1916,17,52,357,6,6038,183.2294795175262,1.3336806563044599,0.8704108285583003,433,4,0.017565455703966948,76.07415024128225,83.96793949608232,8.266251228022206,11.354703841991151,8357,0
370,7,14,10025,408,920,7811,48371,3173,4,21,404,7,3497,281.71827292661726,8.590794283594091,0.35944502618223917,770,6,0.619207925029823,52.36548318296612,74.37637852025,8.404652656029201,139.52270931573858,3181,0
371,4,1,15989,441,828,3679,30162,4003,7,10,275,9,8365,124.41669148093366,8.985337467572705,0.9267075043390905,222,6,0.4579094069647154,92.43134631133188,52.025976271983495,1.7656499716983287,61.046879079287244,4397,0
372,1,3,7036,247,150,4904,26960,4280,41,7,179,2,1459,489.970765771475,9.472408358835493,0.6986569800812401,680,2,0.5671645462958707,82.52138717127383,82.8064402183601,4.038817290239651,164.88481413562303,6013,0
373,5,13,15782,113,92,8260,41791,4168,31,29,21,8,9383,98.56604973424724,4.035131124984015,0.25717713602442727,953,4,0.899339409018403,84.40410806999665,92.10193918027606,3.0935060625582533,78.24280360626705,3048,1
374,10,14,12456,219,186,1504,36216,3121,39,8,164,7,4953,469.37486284446743,2.2496899999729516,0.5640849216886251,109,4,0.9699255735659434,67.33360918620893,86.01621386632007,9.633755373230759,101.19173375802941,8505,0
375,5,8,16368,51,207,7773,43467,4698,34,63,220,4,2041,461.1101051312127,3.7990441028203152,0.5330305614882556,838,1,0.634453139755603,30.52753671401618,91.49789594776593,10.585110819015002,193.48089414647015,6311,0
376,4,14,6858,325,633,4816,18754,2214,6,58,133,2,3248,286.41221681877414,3.3958297526908927,0.13789882173033396,121,2,0.7640555898524384,3.6594165594749195,60.02547617754438,18.9788026256852,56.01270337898265,1140,0
377,2,2,13542,477,577,1717,15078,2705,38,19,500,8,8033,376.209622326238,1.8439237337783148,0.5912429057506141,317,3,0.08380843348716427,93.5719474280135,94.44439698282413,1.464630085544678,147.0382785116505,8088,0
378,10,4,11799,463,981,5434,23853,2842,45,38,104,5,9536,246.22173408766452,6.11194003400473,0.31478562371695795,687,5,0.16071558489150561,58.65342284566915,66.10967253239814,11.997359463100942,153.47237996802926,7573,0
379,19,2,13243,277,700,1658,15042,2983,34,29,169,6,1385,333.5155598940972,4.818579189035426,0.05234876680960243,484,8,0.7332048049529766,29.884482817699215,50.67024071259955,10.529970546564826,51.98964992949068,7659,0
380,1,14,2605,395,430,6057,25389,4787,44,21,454,7,6574,203.2591718395034,8.670439824007635,0.9486561577065649,557,6,0.43136545638800194,14.998597273969027,92.16958231645353,10.324661958716582,105.18939895631716,1087,0
381,5,5,12050,272,410,5008,41425,1055,15,32,182,1,870,185.5215589034504,0.4178848467723767,0.6414903690642878,121,3,0.4459652704044057,82.9693642335254,97.09106344823633,17.463185747656528,76.53836580946398,3295,0
382,13,9,5955,345,707,5994,13575,1719,14,26,483,8,1943,310.20340377628116,6.47429248279575,0.876918931870847,96,6,0.3086076816354366,83.66836742531312,82.77790987086743,4.110769413909729,156.66218624601694,5199,0
383,4,1,1497,396,480,5234,39179,3600,6,56,176,4,173,274.1583533827911,7.653193897264455,0.6760560050132531,192,7,0.6073563834777438,81.4693460162401,61.571831523171234,0.8154654868274291,128.2718306155171,603,0
384,16,5,1381,374,227,4764,45754,3079,37,17,285,9,1760,310.79136611749146,7.618917034964239,0.35698369214011294,606,6,0.1851650454162026,64.54376092748194,62.58722321412652,13.445430152683851,100.43678042350393,5444,0
385,16,14,11049,268,934,5637,29624,4598,32,18,71,1,4449,178.99726157916035,8.872132274245699,0.5126880723288114,790,6,0.6269162793138956,36.664937220428406,73.32964367178097,6.903149282719603,158.07902035906648,9047,0
386,2,15,14879,292,938,3104,31350,1573,3,52,243,2,7202,215.13102431764787,7.317434054011991,0.6757467603471771,174,1,0.17379885713523968,30.476621449547675,94.89155398007097,0.35179832425049185,54.679558301599236,9633,1
387,17,9,9638,123,837,7801,37681,1666,3,36,352,6,8100,87.75408228300918,9.285319610312193,0.9602523252014376,824,3,0.0638260347097136,0.9546215348052015,57.47988280737792,5.027480145808276,153.18815731102822,8248,0
388,12,15,7020,372,996,9575,34988,1283,22,28,164,1,9111,73.52436752249257,3.3933003382268256,0.2536694591216965,99,7,0.330357688699061,83.37739511295521,91.29868347917434,6.186535484336238,174.42111929763664,6110,0
389,18,1,5357,49,738,3607,26470,2744,22,24,61,4,3918,164.05570835285732,5.081773225840276,0.8749770586241177,464,4,0.23114034200984768,8.834526479614881,64.56514043525752,12.33676753568484,176.93810339343878,1481,0
390,3,9,12579,495,641,9385,35704,4903,10,20,159,8,431,83.41108669874559,0.2393886665006177,0.9240778052942694,247,4,0.8889916385563323,63.11242430427269,90.4293084714549,3.451715880985442,158.89798267372473,5702,1
391,1,8,13287,426,960,4719,49736,4565,3,26,253,5,1521,96.69861888563332,0.168880114302583,0.6704155146589565,543,7,0.0549534538686266,50.45708718932483,96.01355988007694,8.26108695906796,87.52269172967107,7112,0
392,1,4,14308,229,915,3581,40377,3234,12,60,287,9,7612,415.8177824272717,2.4772535424700473,0.9312666274013378,688,9,0.17661369257412285,52.71626695674249,71.37469359971601,9.64950888835665,196.54352431638713,3826,0
393,19,12,12896,138,184,3565,39572,1497,29,46,135,6,6990,67.49316365751018,1.0979912516769441,0.3978785874773685,736,2,0.5487196055830494,92.67861324624656,68.25253270527654,9.184747827281818,82.12279232626358,1987,0
394,11,11,8099,17,32,3763,18493,2465,48,20,355,1,5031,346.5242572706342,2.676092542563961,0.9530161760404428,67,9,0.4810671908474736,3.258339625997087,90.11106594856508,19.478815333335636,131.33882582946086,9615,0
395,5,10,14466,110,734,7328,15103,1129,17,61,428,6,9983,172.65098696693025,1.8527286158311345,0.7027828771659749,551,3,0.04585201837470154,77.36188324041436,76.4741441189697,0.9100847558059222,40.604093833199045,3909,1
396,12,5,328,425,926,6991,45844,1638,7,17,235,6,6125,442.1955563186569,0.3823482459026176,0.0420057674188119,923,6,0.007252428015144474,5.300034596893982,84.22245242315987,19.01936372904799,196.28529074091463,2231,0
397,3,13,15239,389,244,4406,13994,4363,13,32,23,6,4508,268.2465280598748,9.10211104941989,0.9068728318190528,627,4,0.9880679419611499,3.9115452329441824,81.14146184805898,11.638744279880665,143.757325154286,2524,0
398,1,5,5728,185,22,9923,14744,3161,2,23,359,8,5213,187.50940669752157,0.18140900075002608,0.48447280903319256,411,1,0.6588347003588382,43.03878804432406,57.644442282239815,15.914554299396766,153.14173359680998,5539,0
399,1,11,10362,116,110,5780,38332,4270,4,33,402,6,8519,282.93752106024556,7.387213228937146,0.46032698477783285,851,9,0.3654061309015568,6.401209916862376,92.23951801447808,8.607852360321509,22.497573648117474,5574,0
400,8,12,5445,110,938,5177,16594,3060,10,22,488,5,2981,221.88110857037097,1.6062640805032138,0.5664666059796343,688,6,0.4704322476632413,78.93548073416191,59.78875557065681,9.076757625139608,155.04938470192764,9300,0
401,10,6,2728,269,545,7476,18371,4342,39,56,290,2,2965,303.9354791014236,9.13107325779604,0.14938454677122792,871,8,0.26655012045428694,53.00335305546889,96.61410720353905,17.58652998031647,157.19745155191424,1417,0
402,11,7,11494,487,885,3604,29028,4672,24,42,368,4,2675,101.53979074685671,8.93867980193987,0.46916604856739863,675,2,0.34487378369320976,3.000974387711467,62.528564571107395,17.91868992583804,137.63681800882367,6747,0
403,12,8,963,463,532,9181,46912,4286,17,59,81,5,6285,498.64572626564797,6.573621349055648,0.8311272167177457,848,7,0.649044467268214,4.146018579543759,86.6940486636871,4.773777628625952,65.46282662016529,3316,0
404,13,15,2060,375,794,3382,24990,3491,6,16,94,4,8756,241.5001449635229,6.755118083025991,0.015482459137515336,528,6,0.8828117988673707,61.305586120974,64.2327696746796,3.9848375716923634,103.04110801056748,116,0
405,12,14,6960,255,461,1531,27626,4861,19,21,101,2,5841,206.7037878683159,0.15285750549991658,0.2729171603243713,206,2,0.18413002308118487,80.63057058407465,65.8892704293432,9.92470347739902,30.98253054865613,4770,0
406,14,8,15419,284,440,7079,31469,4583,5,26,139,7,377,369.5944317423192,9.85022850452466,0.00245458644384422,842,2,0.8403615053853187,43.83617317434988,65.50009263911527,18.00554054255383,99.601542627239,2723,0
407,2,11,3969,41,802,1634,18130,3494,32,49,217,2,165,213.75473292289962,8.790542775400562,0.41571130914984833,55,4,0.12155662951826907,55.50260908640888,87.39461270130417,6.447101868123526,56.32653199407692,229,0
408,19,14,5307,146,615,1002,17828,1985,10,36,481,1,4362,424.97343726294093,8.961551634727911,0.7283155104937347,539,4,0.2149922235883912,80.00296245958516,77.84075589846965,13.040292306782625,76.32842743387559,1573,0
409,18,13,11012,21,722,9397,28883,1992,9,42,165,5,5804,254.42182596219138,6.626520916803632,0.7987718291146285,406,3,0.03717528804964598,61.08956678677774,94.14762279237486,14.163033754812023,40.894077596702736,9241,0
410,3,2,2731,404,542,6951,29542,3762,27,43,61,1,8694,373.8012859694457,3.5133905936799117,0.9451897611270066,674,8,0.14081186209299945,22.553547742116066,65.36863596020224,15.573493297883116,53.71032987191043,9360,0
411,17,9,3866,311,861,6626,21450,3121,13,21,128,1,8089,98.35394739884894,8.94712162599576,0.6085046129707865,785,7,0.9173031454640506,61.343897384360915,84.59962610283722,11.278489158419266,24.548041945822085,4411,0
412,8,7,4511,384,988,8739,31423,3584,19,12,106,1,6355,430.7536334998003,2.9860175886968046,0.25462686665289547,83,2,0.4594387466183786,62.86511796061484,87.64742998315553,8.049103565579392,184.78125962301505,9915,0
413,10,4,14740,25,732,7003,13035,1100,21,36,156,6,7541,381.07309405014945,5.670844279087808,0.924147949136699,425,3,0.07766586177835355,73.43728739002455,57.57410565149791,19.34031977597946,110.77803071532664,2995,0
414,2,4,11271,138,661,3890,28241,3223,24,35,304,9,4792,145.27255030788456,1.0873366262044357,0.7753157538803761,666,9,0.9597268380389613,62.12533133692445,70.02946786599055,12.226615066057054,85.38097453992054,2836,0
415,19,11,7653,72,302,7239,34154,1426,38,57,404,1,4519,115.378704385604,9.227360738314227,0.5744284830031445,623,5,0.8789923077586501,96.927288832758,74.14087471752055,14.571304232665415,111.65555042606894,5198,0
416,9,8,1991,118,819,9026,36625,4188,4,20,233,5,8060,192.33155692653096,1.493627531935012,0.695640215718936,344,2,0.7546825208681412,19.809102040835143,67.78436949471872,6.899656913917567,129.375713411495,2046,0
417,7,4,10033,384,922,4306,44066,4237,24,22,92,9,6178,489.23176371435693,2.326478376731032,0.9243163550074291,856,3,0.9334727919475578,95.11395888875091,66.1056297984569,13.398983620061601,185.15697074017632,5659,0
418,4,13,8514,30,110,1897,44691,1040,35,30,426,9,1537,165.57420855517637,5.625528165469328,0.7123940284729217,642,8,0.22012942083576414,53.88011508596663,84.32099469988209,5.155953243282518,43.951660934399534,8908,0
419,18,15,11509,167,511,1670,24331,1428,3,9,392,1,8720,255.257244025985,7.6645207021085175,0.368374507584734,697,4,0.8363692930100863,67.22841843544171,60.79331988297443,4.901938350572723,66.15497474069134,400,0
420,13,6,8235,278,313,8291,31690,1343,4,38,399,8,7132,63.50910157280134,6.23157792876936,0.7130282022890967,584,2,0.6899911963543062,10.036213585473767,85.46953726255643,14.294444036188526,195.39997390538178,9276,0
421,11,5,2684,171,880,2505,30183,4495,37,59,349,1,5831,228.75238830480464,2.3981257367215463,0.04027816273538787,305,2,0.8697592495676884,38.11953654367289,96.75220981953652,10.427894725258701,80.52666746321964,4601,0
422,4,3,12601,269,549,7460,15875,1365,40,40,167,8,3478,307.09400694489625,0.10933612102215431,0.38641556183058123,93,6,0.7969115657426298,76.96097673167094,78.25987605888756,13.665532208447795,14.28671364389225,8452,0
423,4,13,7682,421,562,6167,23254,4191,48,37,338,1,8684,478.9060756285843,7.595790745043648,0.4063230318455793,24,8,0.346495063176825,70.72041040838913,80.5717118369737,5.388769814961833,38.052263601060176,6014,0
424,10,14,8789,111,364,6255,39621,1608,35,23,254,5,6447,282.531220223029,9.853552526519827,0.16683823442083467,876,7,0.7743985370172556,4.1099248777244775,53.446635106204454,11.974466821134609,15.004353332224884,5771,0
425,5,10,5505,232,312,1249,21905,3704,31,28,130,8,6501,418.5982967799595,8.118139891030294,0.023085480551770177,143,4,0.2624563029848903,54.70476692337474,93.2238451808914,8.878672994062251,198.0853970599384,8317,0
426,9,11,11222,68,505,7457,26882,1727,44,7,334,6,6729,296.20743915600525,4.656045519750491,0.13338123663774282,487,2,0.32859216302805483,8.918991477544104,64.27238935999327,11.939205736910559,62.98546130833238,182,0
427,3,2,5547,256,667,2892,30041,3276,25,13,384,9,4641,68.35325604598314,9.047295887851154,0.6546214957970551,642,9,0.10790571722297615,99.58605727489841,80.75255827642825,5.817594644884387,185.47312381788294,8464,0
428,17,9,3073,137,777,4439,40098,1824,40,13,109,1,7976,191.75372383539832,4.157491963871665,0.8022888163636875,328,4,0.9350766159804688,89.73992919447613,98.95560848724011,14.309019272982477,199.218392394346,1098,0
429,3,10,11109,292,983,3854,44709,4201,13,27,498,9,8633,308.99727852399644,5.296847434010329,0.9882034927269742,401,9,0.29100336340028155,2.205957976810842,79.77513002864039,16.11858732318931,123.9698320171917,5904,0
430,16,9,9680,334,236,4792,45675,2375,4,24,63,1,8424,477.76728466900596,4.823584697217264,0.3463635031084943,488,5,0.5206224651714518,85.87909293237281,86.23547437321888,5.1983294771544735,16.307299862456734,7037,0
431,4,1,4130,34,245,6330,15837,1888,46,14,206,3,364,436.608661888055,4.531476339388697,0.5993792222611017,649,7,0.39133283646619266,91.95101709578492,72.2659809111876,6.012411197112842,25.50240977351612,3241,0
432,18,10,10849,140,882,8871,35489,3043,14,30,477,1,9977,152.76002638048143,7.7743886160096665,0.9371449668151219,377,5,0.9599281205835015,35.419467434089164,53.01829217575287,13.22308539438186,101.50192047049677,2982,0
433,17,3,9942,362,901,9235,28627,2341,13,19,27,3,1534,149.0494235086236,5.315012181967971,0.16704178133815262,376,2,0.3350491709384824,71.97821533927181,89.87996747448943,13.911703486070884,87.17268245318233,7462,0
434,7,8,14365,205,464,4612,16696,4031,27,29,171,2,5427,140.52783520125536,3.235499508049639,0.7176455863427427,297,6,0.778545821422689,44.26616424615712,51.749942063199285,14.081993687949002,125.17368809853585,3184,0
435,5,6,4467,290,22,3618,24543,4720,6,33,187,2,5197,465.1245033361264,2.6557658598189358,0.7549787331491632,822,7,0.85541615463118,65.55772520917677,85.0328914443927,13.653970095516737,93.38108384515915,2145,0
436,12,5,15879,413,219,5678,23615,3883,17,52,492,9,1760,433.6997688957743,0.4736984379775906,0.08897553586933837,387,6,0.4356064974809659,34.09770868938933,51.146078657481844,7.856154339050776,187.47460136158202,9052,0
437,17,5,917,427,750,4163,12466,4408,36,19,442,8,5792,398.6975445138269,5.873632102642155,0.861249385183065,701,3,0.37817181445293124,32.32366773966351,93.11526182883352,7.897073488073567,111.6005459285671,304,0
438,13,6,12331,163,406,3942,41771,2296,40,10,416,1,2454,226.7308014009024,2.3766180124702387,0.8131050471108439,472,8,0.747745820932628,42.50094549687215,57.88180179164903,5.096352472887629,141.80795167786403,5384,0
439,3,15,14009,391,109,9411,29350,1116,49,19,311,4,8557,276.9713169344451,1.5665258279621928,0.033403006577434446,603,3,0.9128959803062341,14.642219089384866,75.71357477212756,3.1366739979272595,180.33220180207434,1652,0
440,9,7,12067,142,40,2925,11375,3865,35,38,192,1,6561,258.94928515781874,6.572916641894008,0.09108441488005148,22,5,0.7549317330722383,83.13078254709473,79.85753522415737,13.851547587938114,37.9056564083094,7916,0
441,17,1,15044,236,907,3972,44030,3415,17,61,356,1,9428,164.0291484017177,6.843971652433334,0.04912689389185232,545,9,0.2271263655918656,34.93491974662751,72.87727036867061,1.8637757194462568,53.64958428252043,924,0
442,17,9,10316,198,537,1990,31746,2117,41,19,72,4,7144,277.26262076694513,7.546333433350893,0.3347435317993622,177,5,0.8883077474377054,40.07494043519394,67.03817446744436,18.755845735735633,30.390545490062863,3848,0
443,16,3,16092,485,658,2812,33886,1167,2,43,358,2,5597,63.723446533739505,5.085411273752055,0.5092889906799262,279,7,0.3875816674368331,89.41605580894425,73.39071480904859,16.533726073429026,36.53129585368333,5678,0
444,13,4,10782,486,338,9995,43651,4001,13,15,355,3,4649,109.31466807385662,8.951140591518477,0.5323477279546288,997,7,0.5762294117779343,49.712719024910825,65.57078769405794,17.150114799145122,107.3909537175043,6012,0
445,19,10,3630,274,175,1489,18833,2738,2,38,463,9,6434,448.96531827602587,9.369793258642455,0.26766675976944265,980,5,0.831435619292711,54.47096554415121,71.90611735404316,18.133376292303804,71.02405920381815,7490,0
446,17,1,9464,381,468,6876,12893,2364,28,52,218,2,6110,388.25589516414044,8.092972303945645,0.9115968865602742,79,2,0.1883947674004922,95.65416266523214,67.94564954990153,8.172099414464801,90.40283951008342,5297,0
